text,label,source
"About you... your background and your qualifications. I'm afraid Phyllis somehow got you mixed up in her fury with me, and actually took the whole issue to the state board. ",anger,MovieDialog
Of course it happened. Why would I lie about it? ,anger,MovieDialog
That's your funeral. We've got fifty thousand dollars comin' to us. ,anger,MovieDialog
I say we don't want to appear greedy. ,anger,MovieDialog
"Yes, you do, you damn well do. ",anger,MovieDialog
"Then do it, asshole. ",anger,MovieDialog
Thanks for talking about me behind my back...useful in court. ,anger,MovieDialog
"Officers, there's your killer, do your duty, arrest him! ",anger,MovieDialog
Let me go! I wanna see him! ,anger,MovieDialog
It looks like we have another bad A.O. unit. My FPC shows another impending failure. ,anger,MovieDialog
"Oh, don't be silly, Walter. I couldn't walk around in the streets without any clothes. I'd be arrested. ",anger,MovieDialog
Fine! Don't put yourself out. I'll go to the land of Death alone. ,anger,MovieDialog
There's got to be an explanation! ,anger,MovieDialog
"No, I don't, because you're not telling me anything! ",anger,MovieDialog
That doesn't make sense.  Repeat analysis. ,anger,MovieDialog
"We saved him! Saved him before the creature could finish his work. Now leave, all of you, quickly, before he finishes you all. ",anger,MovieDialog
"You know what I think? I think you only want me now, because I'm with somebody else. ",anger,MovieDialog
"What was I doin' up there makin' a speech, anyway? Me? Huh?  Gee, the more I think about it the more I could . . . ",anger,MovieDialog
"No, it is not something I've heard about you! It is someth--  Why? Is there something I should have heard about you? ",anger,MovieDialog
"Well, I didn't care for the club much. And, I must say, I didn't care for him either. ",anger,MovieDialog
"Hey, stop worrying, Colonel. Fifty bucks ain't going to ruin me. ",anger,MovieDialog
"And if I had known, I would have warned you to expect this. We could have prepared. ",anger,MovieDialog
We're takin' him.  Don't argue! ,anger,MovieDialog
And what is he in prison for? ,anger,MovieDialog
Am I not welcome? ,anger,MovieDialog
"Forget about that. You run if you want to, but you're not taking this car. ",anger,MovieDialog
Mr. Dokos called to complain that you and a boy are squatting illegally in the garage of your house. ,anger,MovieDialog
"What's going on, Kay? ",anger,MovieDialog
"I'm not very hungry, thank you. ",anger,MovieDialog
Ravenous. What about you? ,anger,MovieDialog
"What's bothering you, Madison? ",anger,MovieDialog
"Dr. Floyd, how long do you think this can be kept under wraps? ",anger,MovieDialog
Yes. I'll meet you at Grand Central at noon. Okay. Do me. I command you. ,anger,MovieDialog
Perhaps we shoulld take a lesson from our dinosaurs... ,anger,MovieDialog
"If it's not him, there's no deal. ",anger,MovieDialog
Don't ever let go. ,anger,MovieDialog
Mind if I ride along with you? ,disgust,MovieDialog
"At present the girls only peck me. Their cruelty surely will wreck me. But one little beak in my own, And I'll up to heaven be flown! At present the girls only peck me. But one little beak in my own, And I'll up to heaven be flown. Up to heaven be flown! Up to heaven be flown! ",anger,MovieDialog
Don't for one minute think that you had any effect whatsoever on my panties. ,disgust,MovieDialog
"Yeah, just a minor encounter with the shrew. ",anger,MovieDialog
You're all wet. Miss Mitchell writes those speeches and nobody can make her write that kind of stuff. ,anger,MovieDialog
Maxie knows I don't go near drugs. I did a minute in Quentin for possession with intent. And it ain't now cause he woulda told me. ,anger,MovieDialog
"Pinta, we've got to go. Travel sucks at this time. ",anger,MovieDialog
Just throw me the Goddamn gun. ,anger,MovieDialog
That there Frank Burns is a menace. Whenever a patient croaks on him it's either God's will or somebody else's fault. ,anger,MovieDialog
You got him involved? ,anger,MovieDialog
"Damn, it was getting hot in there. ",anger,MovieDialog
Is there a fuckin' point comin' up anytime soon? ,anger,MovieDialog
"Unless we're supposed to whack out the fuckin' pilot, I don't think we're gonna have to work in the next five hours. ",anger,MovieDialog
"Come on, man. Don't shut me out. I'm telling you, you and me, that map, we can go places. ",anger,MovieDialog
I'm going to start one of those custody suits. I don't give a fucking shit. You know? ,anger,MovieDialog
I hate outside! I hate it! ,anger,MovieDialog
You're crazy! You can't do that! ,anger,MovieDialog
I'm not even listening. ,anger,MovieDialog
Don't tell me.  Insects. ,anger,MovieDialog
"You're making a mistake, Mr. Deeds. ",anger,MovieDialog
Trying to save your ass so you can save the world. ,anger,MovieDialog
"You couldn't even get a hand job from bridge and tunnel posse, how you gonna get a gun? ",anger,MovieDialog
"So is this.  Come now, you're upsetting the little one. ",anger,MovieDialog
"Look, man, I never met Ruiz, okay? I don't know what the fuck I'm picking up, what the fuck I'm dropping off, who the fuck I'm meeting. All I know is Maxie's still pissed at me cause I sold his fucking van. ",anger,MovieDialog
"Yes, Wade, I mean Twombley. Put out that cigarette. Fuck. Fuck. Fuck. ",anger,MovieDialog
You can't kill me.  You're not a cop. Just fireman with a gun.  I bet you never shot anybody in your life. ,anger,MovieDialog
"No, I don't like it here. Look around. There's nothing but ass. Male ass! Balls and ass! Believe you me, I'm getting out of here. ",anger,MovieDialog
"I was murdered, an unnatural death, and now I walk the earth in limbo until the werewolf's curse is lifted. ",anger,MovieDialog
"He's pitiful, Doc, a goddam puppy. I don't know how much longer I can put up with it. I already got two arms and legs, I don't need another appendage. ",anger,MovieDialog
I said I'd consider it. Nobody owns me. And the last thing was insane. I don't know what's wrong with him... No magazines. ,anger,MovieDialog
"...I mean, Doc, the dude is seriously deluded. I said that to him, I said, ""If you think I'm gonna do all that shit for you, man, you are seriously deluded."" ",anger,MovieDialog
"Lemme get this straight, they stuck a sharp, red hot poker up your nose, cut your brain into small pieces, then ripped it all out through your nostrils? ",anger,MovieDialog
Don't 'easy Ruiz' me. Y'all turned a Easter egg hunt into a butt-fuck-a- thon.  Bring me four eggs Benedict and a mimosa. You all want mimosas? ,anger,MovieDialog
No. You'll be marked for death. ,anger,MovieDialog
"The only difference between me and that Clemens on TV is luck, shit luck. ",anger,MovieDialog
Your husband is a coward. He sends soldiers half-way around the world to steal a man from his home in the middle of the night. ,anger,MovieDialog
"I thought he was a big tall fat fellow. Didn't I meet him here one time? Big tall, fat fellow, he tried to sell me life insurance? ",anger,MovieDialog
Maybe you shouldn't come everyday. ,disgust,MovieDialog
"You want out of this place, don't you? Don't tell me you're starting to like it here. ",disgust,MovieDialog
Why is that funny? ,anger,MovieDialog
Got the same problem with my pop -- garlic. Nothin' you can do. ,anger,MovieDialog
"No, I mean whereabouts. ",anger,MovieDialog
What are you doing here? ,neutral,MovieDialog
"Your son is an unprincipled, spoiled, conceited brat. ",anger,MovieDialog
"To help, Jack, of course -- and to nail those sonsofbitches, the Two Gordons. That's what Alma calls them. Jesus, Rolfe, whose side are you on? ",anger,MovieDialog
"And that husband of hers is a skinny bit of a fellow, isn't he? ",disgust,MovieDialog
Is she against you getting help? ,anger,MovieDialog
And get ourselves another touchdown to win.  I wish to hell we knew what they were plotting. ,anger,MovieDialog
"Who do you think, Chief?! ",anger,MovieDialog
No one would blame me if I left! ,anger,MovieDialog
"Put the camera down, Oleg. ",disgust,MovieDialog
He left!  I sprung the dickhead and he cruised on me. ,anger,MovieDialog
"Why do you let your dog crap on his lawn, day after day? ",disgust,MovieDialog
Will you stop squawking! ,anger,MovieDialog
"I don't think so, Claude. You'd just slow me down. We'd have to stop every five minutes so you could polish your silverware. There's no way around it, you're soft. ",anger,MovieDialog
That's because you're soft. Gimme the gun. ,anger,MovieDialog
I can't eat it with mustard. ,disgust,MovieDialog
"No, it's right he should hear. I'm sick to death of it. We can't do anything right for you, can we? ",anger,MovieDialog
Unwelcome?  I guess someone still has her panties in a twist. ,anger,MovieDialog
"Painless, you mustn't talk that way. It's a lot of crap. Cover for what? ",anger,MovieDialog
Maybe you don't care about that either.  Prettiest suspect I've had in awhile. ,anger,MovieDialog
Target practice again! One of these days they're going to hit us. ,anger,MovieDialog
Me?  Of course not.  That's why you're here. ,anger,MovieDialog
[It's a permit to carry a gun in Columbia. The gun you're about to find in that suitcase.] ,anger,MovieDialog
Fuck the stereo. What's that smell? ,anger,MovieDialog
That settles it! I will not be attacked and belittled by my own children in my own home! My nerves are strained to the breaking point! ,anger,MovieDialog
"Nah, man. No one is. They got some Puerto Ricans and a new crop of fuckin Irish immigrants. ",anger,MovieDialog
"Yeah, I'm religious.  I'm not an Atheist like you!  Now, are you guys gonna arrest me, or not? ",anger,MovieDialog
How can you? I mean they're people. ,anger,MovieDialog
God damn it! I still needed to case that fucking store. It's too risky to show my face now. ,anger,MovieDialog
You were paid to take me out!  By -- the one person I truly hate.  I knew it was a set-up! ,anger,MovieDialog
Two questions. Who the hell is Seti the First? And was he rich? ,anger,MovieDialog
Why do you always put me inna position of being the louse? ,anger,MovieDialog
It is not dead. It is hiding. ,anger,MovieDialog
"No, no, it's my fault.  I've been pushing you too hard to do things on your own. ",anger,MovieDialog
"Ay, yi, yi!  The Rangers are going to be CRUSHED! ",anger,MovieDialog
I warned you yesterday. ,anger,MovieDialog
What do you know about boats? I bet you can't even swim. ,disgust,MovieDialog
No. no. no. Wait. Wait. ,anger,MovieDialog
No. What had you better--? ,anger,MovieDialog
"What is your interest in this, Mr. Taylor? ",anger,MovieDialog
Then he didn't send you? ,anger,MovieDialog
"So if it ain't staring us in the face, it's got to be retroperitoneal. And that, along with the look of the wounds, makes me figure he's got a hole in his sigmoid colon that we won't find unless we look for it. ",anger,MovieDialog
"Yeah, most people have that. It's confusing here. ",anger,MovieDialog
"They hate my music. It terrifies them. The only sound Italians understand is banality. Tonic and dominant, tonic and dominant, from here to Resurrection!  Ba-ba! Ba-ba! Ba-ba! Ba-ba! Anything else is morbid. ",anger,MovieDialog
If I didn't put it on somebody else would!  I was his friend! ,anger,MovieDialog
"Good, then you won't mind cold-cocking this guy when I bring him out. ",anger,MovieDialog
Where am I supposed to eat? ,anger,MovieDialog
Don't mind Lovey. He's got the misery. ,anger,MovieDialog
"You don't know shit, and I suggest you leave. ",anger,MovieDialog
Don't give me that fucking shit. ,anger,MovieDialog
You're the spawn of Satan. You got it in you. ,anger,MovieDialog
Did you see that sonofabitch in the BMW? He could've killed somebody. ,anger,MovieDialog
"*Henry Hill?* That crackpot? That long-haired--! Why, you should have killed that so fast--! ",anger,MovieDialog
Does Maranzano have to kiss you on the lips before you'll take his goddamn money? ,anger,MovieDialog
I wanna kill my boss. ,anger,MovieDialog
"If you don't stop, I'm going to kill you. ",anger,MovieDialog
You're insane or you think I am. ,anger,MovieDialog
"You got no fuckin' choice. You might be able to stay alive, but you're never gonna win the war from these fuckin' rat holes. ",anger,MovieDialog
Because you lost my fucking carpet cleaning van and I don't like you. ,anger,MovieDialog
And why the fuck would you do that for me? ,anger,MovieDialog
"You don't know anything!  Listen Colon, these are my ships, right? So I'm telling you we're turning back! ",anger,MovieDialog
"What do you give a shit what he calls us? He's not our friend. Let's just get this shit over with and go home. What's this place we're going to, Jimmy? ",anger,MovieDialog
"If you do, Mr. Norton, you're just as much of a dumb cluck as he is! Excuse me. ",anger,MovieDialog
"You can starve to death for all I care. Now shut up, the game's about to start. ",anger,MovieDialog
"I don't care what I said. I can't strangle him, can I! ",anger,MovieDialog
What makes you think I give a damn about that Sicilian crap? ,anger,MovieDialog
You fuck me whenever you want... You don't call... Tell me who she is. ,anger,MovieDialog
Be kind of rough on him if there's no blood. Why don't we close up and sit on him a couple of days? ,anger,MovieDialog
"Bogey Lowenstein's party is normal, but you're too busy listening to Bitches Who Need Prozac to know that. ",anger,MovieDialog
You're not taking me in! ,anger,MovieDialog
Pact? Pact? NO LIFE SUPPORT?? ,anger,MovieDialog
"So the Slag they're cutting into upstairs worked at a refinery just like Hubley worked at a refinery.  I'd say that ""possible"" connection between the two cases just got a hell of a lot more possible.  Okay, next step -- I gotta go talk to the wife of the Slag store owner blown away last night. ",anger,MovieDialog
Don't give me that bullshit. ,anger,MovieDialog
"No. Actually I think it's fucking crazy, I don't know if I could do it. ",anger,MovieDialog
Or you can let him knock himself out. You personally'd be sending him to his grave. ,anger,MovieDialog
How can he make any trouble for me? I haven't done anything. ,anger,MovieDialog
He's got more brains and more guts in one corner of his asshole than any cop I've worked with. ,anger,MovieDialog
Who the hell are these guys? ,anger,MovieDialog
No you won't! You're through deciding anything! ,anger,MovieDialog
Damn straight. I expect those Pittsburgh Crawdads to remember that. ,anger,MovieDialog
Why the hell are you so dead set against back-up? ,anger,MovieDialog
"<html>I've been stuck down here for <u>months</u>. Somebody had better start paying attention, or I'm gonna - I'm gonna <u>kick ass</u>! </html>",anger,MovieDialog
"Mr. X is a demagogue. He has no place to go, so he exaggerates. He's a disservice to every good law-abiding Negro in the country. Can I ask you a question? ",anger,MovieDialog
Leave my daughter alone. ,anger,MovieDialog
"Man, the name musicians ain't got shit. How you gonna have something? I need a stake, a bundle, a grand. My woman can't afford it; my homey ain't got it. How about you baby? What you got? ",anger,MovieDialog
Sean -- you're not real. ,anger,MovieDialog
"But, since the fire, a completely new spirit has been aroused in the nation.  The French have become an army of criminals, against whom Russia must be avenged, against whom she is now prepared to fight to the death. ",anger,MovieDialog
You don't understand. This is an emergency. Let me talk to anyone. ,anger,MovieDialog
"She's a witch, that one. I tell you what happen yesterday? ",anger,MovieDialog
"I don't think it's abuse, I think it's torture. ",anger,MovieDialog
"Don't call me soft, I hate it when you call me that. ",anger,MovieDialog
"There's just one thing more. If it weren't for Miss Dawson being here with me, I'd probably bump your heads together. ",anger,MovieDialog
I'm tellin' you to drop the Goddam gun. ,anger,MovieDialog
"Thirty thousand each, that fucking cocksucker. ",anger,MovieDialog
I'll apologize for everything but today...Today I give a shit. ,anger,MovieDialog
I don't drink intoxicants. ,anger,MovieDialog
"Get back here, both of you.  Fall back to Operations. ",anger,MovieDialog
I ain't gonna beg for my life. It ain't cool. ,anger,MovieDialog
And get that finger out of your ear. You don't know where that finger's been! Gunderson? ,anger,MovieDialog
Fedorchuk couldn't find his ass with his hands in his back pockets. ,anger,MovieDialog
[He'll die of his wounds; bleed to death before he can do anything.] ,anger,MovieDialog
We?! What we?! You didn't read that book. I told you not to play around with that thing. ,anger,MovieDialog
I don't think they're broken. Anywhere else? ,anger,MovieDialog
I don't know. I thought you might. Any idea what the job is? ,anger,MovieDialog
"Determine extent of damage, immediately. ",anger,MovieDialog
Only a few? You're just not trying. ,anger,MovieDialog
What is it with this?  They wouldn't spend less time with Peter if they lived here!  He has no time! ,anger,MovieDialog
If you kill me and film it you're putting a noose around your neck. ,anger,MovieDialog
Just checking -- keep out of sight! ,anger,MovieDialog
Kool-Aid!? But who'd would want to - ,anger,MovieDialog
I can't stand it. ,anger,MovieDialog
"Avionics compartment! It's the only place. You better get Zedeck down there fast Unless, of course, you'd rather be a martyr than a savior. ",anger,MovieDialog
Seriously.  I'm not going any further until you tell who you are. ,anger,MovieDialog
That's cause you decided to get all tired all of a sudden. ,anger,MovieDialog
"There ought to be a law against dentists reading. Matter of fact, I thought there was. Anyway, this is an obsession. He can't be persuaded out of it. ",disgust,MovieDialog
I did warn you. ,anger,MovieDialog
"You ever get any false positives? Someone intends to kill his boss or his wife, but they never go through with it.  How do the precogs tell the difference? ",anger,MovieDialog
"Someday, you'll regret my nature. ",anger,MovieDialog
"Well then, my life has been some kind of huge rip. ",anger,MovieDialog
Not going to open? ,anger,MovieDialog
Would you like to wring my little neck? ,anger,MovieDialog
Why don't you two stick to reality. ,anger,MovieDialog
"What happened, Ted? What went wrong? ",anger,MovieDialog
"I don't care what anybody calls me, Joe. Long as it ain't to dirty. And if you fellas get together every year and say, ""Charlie, we still want you to run things for us"", I ain't gonna insult ya by sayin' no. ",disgust,MovieDialog
Whaddya want?  I thought you were locked up- ,anger,MovieDialog
I don't know why she'd pick him over you. ,anger,MovieDialog
Do you think the film could have cost that much? ,anger,MovieDialog
"Yo, Blocker, what's going on here? ",anger,MovieDialog
I still don't think it's loaded. ,anger,MovieDialog
Look. They're together. You telling me this ain't a set-up? ,anger,MovieDialog
"I think that old man lost his marbles about a hundred years ago. Come on, let's get this over with. ",anger,MovieDialog
"I think she's the alien.  In any case, she's clearly spent my too much time alone in this room. ",disgust,MovieDialog
I don't mind. If we give them something to talk about. ,anger,MovieDialog
What are you talking about... ? ,anger,MovieDialog
"He's not home, I tell you! ",anger,MovieDialog
Why'd you let him get to you? ,anger,MovieDialog
"I had it impounded.  Come on, we'll use it for haulin' you back to the slam. ",anger,MovieDialog
I know where you're going. ,anger,MovieDialog
"No, we don't mind.  You mind Leon? ",anger,MovieDialog
GET THEM OUT OF THERE!  DO IT NOW! ,anger,MovieDialog
That's not Fred Madison? ,anger,MovieDialog
Give... give him... give him GLAAAA-- ! ,anger,MovieDialog
"Okay -- Likes:  Thai food, feminist prose, and ""angry, stinky girl music of the indie-rock persuasion"". ",anger,MovieDialog
Twombley sure as hell won't be shooting it again. ,anger,MovieDialog
I'm fucking out of here. ,anger,MovieDialog
Is that the usual way priests go on vacation? ,anger,MovieDialog
It's irrelevant. It had nothing to do with what happened. ,anger,MovieDialog
That's a fairly crummy way to start a morning. ,anger,MovieDialog
"Patrick, Pat, you're not looking at the big picture.  Joey's just a pawn. We set this whole thing up so Cameron can get the girl. ",anger,MovieDialog
But doesn't the Son of Sam Law prevent criminals from profiting from their crimes? ,anger,MovieDialog
"Oh, there's something wrong with you, all right. Especially after hearing that dream of yours, about the Roto-Rooter. ",anger,MovieDialog
Why did you catch that? ,anger,MovieDialog
"'Dis?' 'Dis?' You're not in a position to 'dis', or 'give props', or whatever your Real World sense of fucking decorum tells you to do. You're nothing. You're wallpaper. You're not here to make fucking friends. Asking a motherfucker where he lives. And who the fuck told you 'Red Dragon'?. ",anger,MovieDialog
"All right, we can't blow the fuck out of them...why not roll some canisters of CN-20 down there. Nerve gas the whole nest? ",anger,MovieDialog
Then you had her killed. ,anger,MovieDialog
"She's got the same complaint as half the Goddamn population.  She can't get the job she's trained for and it pisses her off... Anyway, what the fuck do you care? ",anger,MovieDialog
What the fuck do you want from me? ,anger,MovieDialog
"Are you gonna tell me about police procedure?  Do me a favor, don't give me a bunch of crap. ",anger,MovieDialog
I came to see how the investigation was going.  I called and you're not here.  I wait up at the station and you don't even show up!!!  I beep you - you don't return my call.  Where the hell have you been?! ,anger,MovieDialog
He'd be doing me a favor. I'm getting outta here one way or the other! Goddamn rats and shit! Fuck! ,anger,MovieDialog
You'll wait till you rot! ,anger,MovieDialog
"Burke, just tell me one thing. That you're going out there to kill them.  Not study.  Not bring back.  Just burn them out...clean ...forever. ",anger,MovieDialog
"So she say, ""You're spilling the milk."" So she kept talking about these coupla drops of milk I spilled, so she got me so mad, so I said, ""Mama, you wanna see me really spill some milk?"" So I took the bottle, and I threw it against the door. I didn't throw it at her. That's just something she made up. She goes around telling everybody I threw the bottla milk at her. I didn't throw it anywheres near her. Well, I was sorry right away, you know, but she ran outta the house. ",anger,MovieDialog
Think of what?  We're fucked. ,anger,MovieDialog
What the hell was that? ,anger,MovieDialog
Not a word! Taylor's sewed up every paper. They're tossing out everything that comes in over the wires! ,anger,MovieDialog
Only the damn guy won't know it. ,anger,MovieDialog
"It's not enough snow, not for tracking the bastards. No advantage there, kid. ",anger,MovieDialog
"You just don't get it, do your Reggie?  There isn't any deal. I own your ass. ",anger,MovieDialog
"You know what's ridiculous? Your libretto, that's what's ridiculous. Only an idiot would ask Wolfi to work on that stuff! ",anger,MovieDialog
Don't try to get it far down. Kick it up high so we can get there and surround that son-ofa-bitch. ,anger,MovieDialog
You're not my daddy. ,anger,MovieDialog
"But they are not ny people. You look at me as if I am a monster, but answer me this -- when your planes bombed the oil fields of Iraq, did You cry for those dark skinned men whose names you do not know and who's faces You will never see? Did You cry for their wives and children. They were people too, yes... but they were not your people. ",anger,MovieDialog
Sommer? Herr Sommer? But the man's a fool! He's a total mediocrity. ,anger,MovieDialog
"Gee, I wouldn't appoint an old twerp like Horace Miller--Taylor or no Taylor! ",anger,MovieDialog
"You can almost spit on it, can't you? ",anger,MovieDialog
Mind your own goddamn business... She comes in a lot? ,anger,MovieDialog
Warn then again. If they don't respond... shoot them down. We will not be intimidated. ,anger,MovieDialog
"As long as ya got one top Boss, somebody else's always gonna be looking to knock him off. And that's war on top of war. ",anger,MovieDialog
I thought you said bullshit and experience are all it takes. ,anger,MovieDialog
"This is bullshit, man. ",anger,MovieDialog
"Was you that high? Old man, I threw the slats at you. I said to combinate me. ",anger,MovieDialog
"Yeah. No, no!  No! No, look. You don't have to smell the world! ",anger,MovieDialog
Yeah. When I was picking a lock to rob somebody's house. ,anger,MovieDialog
Me too... I love this stupid old town. It's noisy. It's smelly. It's falling apart. ,anger,MovieDialog
I guess they're stupid. ,anger,MovieDialog
"What the hell for, man? ",anger,MovieDialog
With some difficulty.  I had to promise them you were not a total fool. ,anger,MovieDialog
Expressing my opinion is not a terrorist action. ,anger,MovieDialog
"I can't touch you!  And John, you can't be in here!  You'll confuse them! ",anger,MovieDialog
"Don't you think, do you still think it's a good idea to press this custody thing -- just now? ",anger,MovieDialog
Shhhh! I don't like women that talk. ,anger,MovieDialog
[Who killed her? You?] ,anger,MovieDialog
"You ever been near a meat packing plant? My father makes a couple million per, but the smell in his office is enough to make you puke. ",disgust,MovieDialog
I wanted to...  ...And you... what made you kill Sandmen? ,anger,MovieDialog
Shall I tell my sisters that we oppose marriage? ,anger,MovieDialog
Don't.  I don't want it. ,anger,MovieDialog
He'll think something's wrong I ain't there. ,anger,MovieDialog
I don't know why you stayed. ,anger,MovieDialog
From the day I started...to today.  Can't stand it. ,anger,MovieDialog
You're not taking my baby! ,anger,MovieDialog
We could create our own hell there. ,anger,MovieDialog
"I'm not finished - I loved Greta.  A lot. And if maybe, just maybe, someone or some thing killed her, I'd like to hear about it! ",anger,MovieDialog
"You know what, Claude? This whole time we've been down here, you've done nothing but think about yourself, acting like this whole thing is my fault. That plan with your cousin, did that include me? ",anger,MovieDialog
Oh. What's happening about the opera? ,anger,MovieDialog
I'd rather you didn't. ,anger,MovieDialog
Ycch.  To kill things and then eat them. It must have been a savage world. ,anger,MovieDialog
"Yeah, the shells are too big for six in an cylinder.  Hell, Matt, you don't need but one. ",anger,MovieDialog
Just do what I do.  Say the same thing I say.  Don't open your mouth. ,anger,MovieDialog
"It's that disrespect for you, that's what I can't forgive them. ",anger,MovieDialog
"Last night? What are you talking about, Ray? ",anger,MovieDialog
Newt.  My n-name's Newt. Nobody calls me Rebecca except my dork brother. ,anger,MovieDialog
"Mister Crowley, what's inside of your head... ",anger,MovieDialog
Nothing remotely like this. ,anger,MovieDialog
There's no reason good enough for one medical officer to strike another. ,anger,MovieDialog
"Aw, cut it out, will you? You'll get me thinking about Charlie again. ",disgust,MovieDialog
But I also know why he married you: you're as stubborn as he is. ,anger,MovieDialog
"I think you better put him on ice, man. ",anger,MovieDialog
Over my dead body. ,anger,MovieDialog
Tell it to the Calabrian. Tell it to the Jews. ,anger,MovieDialog
Where is your mad pilot? ,anger,MovieDialog
I don't see where that's any of your business. ,anger,MovieDialog
There's no point appealing to Colonel Blake. They've got him bewitched. ,anger,MovieDialog
But you hate Joey ,anger,MovieDialog
Did I tell you she threw the bottle- a milk at me? ,anger,MovieDialog
"How would you like your eggs, Captain? Over. ",anger,MovieDialog
...and that lots of times you don't even run down court. ,anger,MovieDialog
You want me to come out there and play private eye? ,disgust,MovieDialog
I tried your ATM PIN. I gotta kill an hour. Let's grab a beer. ,anger,MovieDialog
We'll kill Fairfax this year. ,anger,MovieDialog
"Angie, I'm thirty-four years old. I been looking for a girl every Saturday night of my life. I'm tired of looking. Everybody's always telling me to get married. Get married. Get married. Don't you think I wanna get married? I wanna get married. They drive me crazy. Now, I don't wanna wreck your Saturday night for you, Angie. You wanna go somewhere, you go ahead. I don't wanna go. ",anger,MovieDialog
No way that cocksucker's driving you. ,anger,MovieDialog
"He's playing a stupid joke, sir. ",anger,MovieDialog
"You are a monster, Zorg! ",anger,MovieDialog
"Tell me, who was it, set this up? ",anger,MovieDialog
"You've been a hell of a figment, pal. I sure wish I could take you home with me. ",anger,MovieDialog
What are you talking about? What difference--? ,anger,MovieDialog
"You've been doing your homework. Look, they can't impound it if they don't know about it. ",anger,MovieDialog
"No, I really don't. ",anger,MovieDialog
"Grab the coffee, will ya?  I told Zed I'd give him a buzz. ",anger,MovieDialog
"Why don't you shut up and let her talk! Two of us died in the last two days, does that strike you as particularly normal?! ",anger,MovieDialog
"Like we had a choice?  Besides -- when you let the enemy think he's orchestrating the battle, you're in a position of power. We let him pretend he's calling the shots, and while he's busy setting up the plan, you have time to woo Bianca. ",anger,MovieDialog
Can you even imagine?  Who the hell would go to this a bastion of commercial excess? ,anger,MovieDialog
If we told you -- we'd have to kill you. ,anger,MovieDialog
"How much provocation am I to endure from you? The more license I allow you, the more you take. ",anger,MovieDialog
"The numbers are not particularly relevant.  You are not up against soldiers -- this is a mob, and they will run as soon as things become sufficiently unpleasant. ",anger,MovieDialog
It doesn't make sense to x-ray your bags coming off the plane. ,anger,MovieDialog
"Are you gonna be a man about this, Pete? ",anger,MovieDialog
"According to my readings, our friend suffered the HOM-DAI, the worst of all ancient Egyptian curses, one reserved for only the most evil blasphemers. In all of my research, I've never read of this curse actually having been performed. ",anger,MovieDialog
My papa taught me one thing: don't never bullshit a West Indian bullshit artist. ,anger,MovieDialog
"Sure, white man throw us a bone and that's supposed to make us forget 400 years. ",anger,MovieDialog
"Oh, get out of here! ",anger,MovieDialog
"Fuck that cheap-ass watch --  I mean, how the hell are we gonna get home without any money? ",anger,MovieDialog
Oh God!  He killed them! ,disgust,MovieDialog
"Where am I at, man? ",anger,MovieDialog
"All right, it's a matter of death. ",anger,MovieDialog
"And then you killed him, right? ",anger,MovieDialog
Because there's nothing to see. ,anger,MovieDialog
You must be mad...! ,anger,MovieDialog
That gorilla in Man's clothing-- McGann. ,anger,MovieDialog
"In all due respect, he sounds kind of pathetic to me.  The kind of guy that runs home to his momma or some girlfriend.  Have you two ace detectives checked that out? ",anger,MovieDialog
"Might be, shit. Man, I know this town. I got my own fences. Who the hell are you? Who put you in charge? ",anger,MovieDialog
"Jesus Christ, where the fuck you been all night? You look like you got shit out in the gorilla house. ",anger,MovieDialog
I want you to quit. ,anger,MovieDialog
I'm not Nicky. I'm not home! I don't live here! ,anger,MovieDialog
Rangers...  I'm afraid you're too late. ,anger,MovieDialog
"Hell with him then. If he can't share the driving, he can't ride in the truck. ",anger,MovieDialog
Don't tell me we gotta go back out there? ,anger,MovieDialog
The motorcycle gang?  Don't they deal drugs and rape young girls? ,disgust,MovieDialog
Because you'll never believe me. ,anger,MovieDialog
They're not even gonna be your enemie-a if you don't give that to me really soon. ,anger,MovieDialog
Why? what is it? Why did you make me wait out here? ,anger,MovieDialog
We can't let him get away. ,anger,MovieDialog
What the hell are you talking about? ,anger,MovieDialog
You survived and now you shall continue the curse. ,anger,MovieDialog
Beauty?  The precogs don't even always agree with each other! ,anger,MovieDialog
They're fucking yeshiva buchas. You didn't have to tear up the goddamn place. You knocked out a guys teeth. ,anger,MovieDialog
Who the hell are they? ,anger,MovieDialog
They took my keys yesterday. I went there to get them back. ,anger,MovieDialog
"Personally, I think he's filthy, rude and a complete scoundrel. I don't like him one bit. ",disgust,MovieDialog
I burned it.  I tore it up and burned it -- it stank so strong of hellfire. ,disgust,MovieDialog
You don't hardly get settled till you're frettin' to git home again. ,disgust,MovieDialog
"Joey Dorsey?  Perma-shit-grin.  I wish I could say he's a moron, but he's number twelve in the class.  And a model.  Mostly regional stuff, but he's rumored to have a big tube sock ad coming out. ",disgust,MovieDialog
Well! You don't say! ,disgust,MovieDialog
A strange woman is a narrow pit! ,disgust,MovieDialog
"Will it be possible to have my dog, Bijou, sent here?  I was not allowed to bring her and I love her so much. ",sadness,MovieDialog
Wait here?  So Cheeco can bite my ass off?  Tell me where it is I'll do it. ,anger,MovieDialog
"Now, just a minute.  You have just very clearly implied that there is a reason why Joseph should not give my wife the money which I left for her. I can't possibly allow a remark like that to go without explanation. ",anger,MovieDialog
"That ain't the worst part.  Her little sister, Baby D.  She's the one that gets real physical.  But I got a restraining order on her, too. ",disgust,MovieDialog
"Unhappily, it is true, sire. ",sadness,MovieDialog
